76,71
72,72
78,72
71,73
78,73
79,74
80,74
81,74
71,75
80,75
70,76
82,76
85,76
69,77
71,77
84,77
85,77
87,78
88,78
70,79
88,79
89,79
90,79
89,80
91,80
90,81
91,81
93,81
68,82
70,82
91,82
68,83
69,83
96,83
94,84
96,85
49,86
52,86
54,86
43,87
44,87
45,87
47,87
49,87
50,87
51,87
53,87
55,87
59,87
62,87
64,87
41,88
48,88
50,88
54,88
55,88
58,88
60,88
61,88
62,88
38,89
102,89
103,89
104,89
37,90
37,91
103,91
106,91
37,92
38,92
105,92
36,93
106,93
108,93
109,94
33,95
108,95
110,95
34,96
109,96
110,96
111,96
111,97
112,97
32,98
33,98
114,98
113,99
115,99
31,100
114,100
116,100
29,101
30,101
31,101
115,101
117,101
115,102
117,102
118,102
119,103
29,104
117,104
28,105
28,106
119,106
121,107
27,108
122,108
124,109
26,110
123,110
126,110
26,111
126,111
24,112
26,112
127,112
129,112
139,112
140,112
141,112
144,112
131,113
132,113
136,113
141,113
145,113
148,114
24,115
23,116
24,116
150,116
149,117
22,118
151,118
151,119
22,120
152,120
154,120
153,121
154,121
155,121
156,121
21,122
155,122
156,122
157,123
19,124
157,124
159,124
18,125
159,125
161,126
17,127
18,127
162,127
17,128
18,128
160,128
163,129
164,129
17,130
164,130
163,131
165,131
164,132
166,132
167,132
18,133
19,133
166,133
18,134
167,134
20,135
168,135
168,136
20,137
22,137
170,137
171,138
171,139
22,140
172,140
174,140
23,142
23,144
24,144
23,145
179,145
180,145
178,146
180,146
24,147
179,147
181,147
24,148
181,148
24,150
25,150
183,150
184,150
186,151
24,152
25,152
185,152
186,152
24,153
25,153
188,153
25,154
187,154
189,154
26,155
188,155
27,156
28,158
192,158
193,158
103,159
193,159
29,160
30,160
94,160
101,160
104,160
105,160
106,160
107,160
108,160
112,160
194,160
29,161
88,161
89,161
90,161
92,161
93,161
94,161
95,161
97,161
99,161
116,161
117,161
118,161
195,161
196,161
85,162
87,162
89,162
90,162
91,162
118,162
119,162
123,162
197,162
81,163
84,163
86,163
120,163
125,163
196,163
197,163
198,163
33,164
124,164
198,164
77,165
79,165
126,165
127,165
199,165
200,165
36,166
37,166
38,166
76,166
127,166
198,166
35,167
130,167
202,167
42,168
43,168
71,168
74,168
130,168
131,168
203,168
44,169
46,169
47,169
51,169
70,169
72,169
132,169
133,169
203,169
45,170
46,170
47,170
50,170
52,170
54,170
67,170
69,170
133,170
53,171
55,171
57,171
59,171
61,171
65,171
134,171
135,171
137,171
204,171
205,171
137,172
138,173
206,173
208,173
137,174
207,174
138,175
209,175
141,177
142,178
143,178
211,178
144,179
143,180
145,180
144,181
145,181
213,181
144,182
146,182
147,182
214,182
147,183
213,183
147,185
148,186
149,187
212,188
149,189
149,190
207,190
209,190
150,192
151,192
207,192
204,193
207,193
150,194
205,194
204,195
151,196
151,197
149,198
151,199
149,200
208,200
209,200
207,201
208,201
209,201
150,202
151,203
212,204
214,204
216,204
152,205
215,205
216,205
216,206
218,206
219,207
222,207
153,208
154,208
220,208
155,211
156,211
226,212
159,213
157,214
158,214
159,214
158,215
160,215
161,215
226,215
162,218
163,218
161,219
162,219
163,220
164,220
226,220
166,221
225,221
226,221
224,222
226,222
225,223
224,224
225,224
167,225
168,225
223,225
225,225
170,226
223,226
223,227
170,228
171,228
222,228
173,229
174,229
222,229
173,230
175,231
178,231
221,231
178,232
221,232
222,232
180,233
182,233
183,233
184,233
183,234
184,234
186,234
187,234
186,235
187,236
190,236
191,237
192,237
194,237
196,237
198,237
219,237
220,237
194,238
197,238
198,238
199,238
201,238
197,239
199,239
201,239
204,239
203,240
205,240
206,240
218,240
204,241
205,241
206,241
207,241
208,241
209,241
217,241
214,242
215,242
216,242
